AAPL,AXP,BA,CAT,CSCO,CVX,DD,DIS,GE,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,RTX,TRV,UNH,V,VZ,WMT,XOM
2.7438883781433105,15.144919395446777,33.94108963012695,30.950010299682617,11.595376014709473,41.93984603881836,14.492132186889648,20.530582427978516,71.49128723144531,67.12925720214844,16.550153732299805,49.64814758300781,9.61622142791748,38.694244384765625,21.584697723388672,14.384132385253906,41.4524040222168,36.75430679321289,17.45854949951172,15.038721084594727,10.962921142578125,9.60805606842041,39.99833679199219,23.875471115112305,31.170679092407227,22.27855110168457,11.985241889953613,15.112369537353516,13.664534568786621,46.43150329589844
2.859692335128784,15.630687713623047,34.631168365478516,30.40240478515625,11.697932243347168,42.01657485961914,14.153573036193848,20.17009735107422,69.64846801757812,68.69216918945312,16.947967529296875,49.33560562133789,9.432754516601562,38.31142807006836,20.138830184936523,14.23997688293457,41.32884979248047,36.32585906982422,17.193859100341797,15.179272651672363,11.041431427001953,9.550213813781738,39.71174240112305,23.593055725097656,30.708629608154297,21.915185928344727,12.070466995239258,14.170027732849121,13.506814956665039,46.42582702636719
2.8125245571136475,16.508201599121094,34.73617935180664,30.217668533325195,12.162842750549316,42.39474105834961,15.094009399414062,20.865320205688477,70.61175537109375,68.63800811767578,17.325199127197266,50.70508575439453,9.723771095275879,38.08175277709961,20.57259178161621,14.01121711730957,40.405513763427734,36.75430679321289,16.878475189208984,15.356805801391602,10.818291664123535,9.360888481140137,39.59709548950195,23.845064163208008,29.770753860473633,21.39838981628418,12.920469284057617,13.94316577911377,13.387331008911133,45.669403076171875
2.7517499923706055,15.81278133392334,33.57356262207031,28.812345504760742,11.841506004333496,40.53672790527344,15.12221622467041,19.89544105529785,67.47068786621094,65.3805923461914,16.851947784423828,49.88678741455078,9.135407447814941,37.72449493408203,19.34015464782715,14.080158233642578,39.82030487060547,36.05885314941406,16.60814666748047,14.43214225769043,10.4257230758667,9.19786262512207,38.90286636352539,23.254154205322266,28.591522216796875,21.236892700195312,12.640124320983887,14.120220184326172,13.272622108459473,44.50349807739258
2.802849054336548,15.836491584777832,33.59605407714844,29.043258666992188,11.99191951751709,40.690189361572266,14.868310928344727,19.655115127563477,67.59632110595703,66.08468627929688,16.728485107421875,49.54016876220703,9.205002784729004,37.65430450439453,18.741168975830078,14.1773042678833,39.35213851928711,36.375526428222656,16.534929275512695,14.883377075195312,10.617873191833496,9.282002449035645,38.47611999511719,23.24980926513672,29.12250328063965,21.56796646118164,12.505558967590332,14.337117195129395,12.278487205505371,44.98121643066406
2.7387490272521973,15.196393966674805,33.341026306152344,28.502248764038086,11.417620658874512,39.91189193725586,14.868310928344727,19.148717880249023,67.00995635986328,64.93183135986328,16.364978790283203,48.13090133666992,8.95193862915039,37.67341995239258,17.880523681640625,13.976740837097168,39.059539794921875,35.85393142700195,16.180130004882812,14.43954086303711,10.250100135803223,9.171568870544434,38.12582015991211,22.897865295410156,28.950119018554688,21.358013153076172,12.47415828704834,14.235306739807129,12.326281547546387,44.11677169799805
2.680697202682495,14.880295753479004,32.8084716796875,27.176088333129883,11.212512969970703,38.81572723388672,14.82127857208252,18.76248550415039,66.29798889160156,60.095985412597656,15.754547119140625,48.7048454284668,8.724188804626465,37.220462799072266,17.150712966918945,13.704102516174316,39.118064880371094,35.444091796875,16.05059814453125,14.402551651000977,10.355477333068848,9.129495620727539,38.1767692565918,22.750137329101562,28.294984817504883,20.687807083129883,11.87759017944336,14.071533203125,12.280879020690918,43.53096008300781
2.651972770690918,15.006735801696777,31.848377227783203,27.314659118652344,11.246700286865234,39.36381149291992,14.623790740966797,18.19600486755371,62.570552825927734,60.28941345214844,15.439042091369629,48.49458312988281,8.648272514343262,37.53945541381836,18.142160415649414,13.794977188110352,38.57185745239258,34.928707122802734,16.016807556152344,14.661458969116211,10.227373123168945,9.250452041625977,37.877418518066406,22.07232666015625,28.819095611572266,20.477859497070312,11.917959213256836,13.94316577911377,12.45532512664795,44.31580352783203
2.5800118446350098,14.09005355834961,30.903276443481445,25.96211814880371,10.761276245117188,38.19638442993164,14.209999084472656,17.852684020996094,59.09439468383789,58.563995361328125,15.027518272399902,47.27284240722656,8.275010108947754,36.971649169921875,17.839218139648438,13.35625171661377,37.277896881103516,34.177345275878906,15.667635917663574,14.121459007263184,9.638527870178223,9.06639289855957,36.85196304321289,21.737762451171875,27.584674835205078,19.44428062438965,11.431283950805664,13.527083396911621,12.321500778198242,42.71198272705078
2.5210518836975098,13.687031745910645,30.723249435424805,26.268896102905273,10.809135437011719,38.788330078125,14.294638633728027,18.333335876464844,57.67044448852539,57.12482833862305,15.644805908203125,47.80133056640625,8.407870292663574,36.761112213134766,16.75826644897461,13.588150978088379,37.70054626464844,34.2580680847168,15.836594581604004,14.232410430908203,9.70257568359375,9.145275115966797,36.59722900390625,21.59003257751465,27.57088279724121,20.098339080810547,11.074685096740723,13.234939575195312,12.271319389343262,43.59922409057617
