,date,tic,open,high,low,Close,volume,day,MACD,boll_ub,boll_lb,RSI,CCI,ADX,close_30_sma,close_60_sma,vix,turbulence
0,2016-01-04,EURUSD=X,1.0855052471160889,1.094599723815918,1.0805997848510742,1.0853991508483887,0.0,0.0,0.0017233542739483187,1.1030698078184107,1.081472120949747,47.568436635233276,15.43654547226961,17.5525431864087,1.0838809291521707,1.091505120197932,20.700000762939453,0.7656797558838937
1,2016-01-05,EURUSD=X,1.082602620124817,1.0841047763824463,1.0712006092071533,1.0827549695968628,0.0,1.0,0.0009690071859123073,1.1031523674182018,1.0813250452824512,46.678663976660644,-31.874587257073504,0.18857737733734933,1.0844993154207865,1.0906251927216848,19.34000015258789,0.06636219360467031
2,2016-01-06,EURUSD=X,1.0751993656158447,1.0772031545639038,1.072199821472168,1.0751993656158447,0.0,2.0,-0.0002357745503329678,1.1048107927644748,1.0782469803487758,44.23294125304675,-64.21814677204686,0.18857737733735333,1.084859804312388,1.0895702103773752,20.59000015258789,0.7045181622676929
3,2016-01-07,EURUSD=X,1.0777952671051025,1.0875996351242065,1.0774004459381104,1.0778998136520386,0.0,3.0,-0.0009615846194288569,1.1040205184112848,1.0766477521766364,45.29274061821104,-32.30582776920674,15.891507987114514,1.0853732625643413,1.0884093364079794,24.989999771118164,0.1344952725560878
4,2016-01-08,EURUSD=X,1.0927051305770874,1.0928961038589478,1.0808006525039673,1.0925976037979126,0.0,4.0,-0.00034680771469730587,1.1037927677469304,1.0766542027158685,50.58063256227328,16.76009405114019,22.528991263185315,1.0864450057347617,1.087672366698583,27.010000228881836,3.1414227476596017
5,2016-01-11,EURUSD=X,1.093900442123413,1.0945948362350464,1.0852001905441284,1.0941038131713867,0.0,0.0,0.00025896078136322664,1.1031636952885218,1.0768542409411839,51.08189344241368,31.557493828619688,24.569840239241582,1.0876384059588113,1.0869723399480185,24.299999237060547,0.04395946409561666
6,2016-01-12,EURUSD=X,1.085894227027893,1.0901999473571777,1.082399845123291,1.0857999324798584,0.0,1.0,6.819677546121561e-05,1.101851389338699,1.0768165612914888,48.28851673669713,-24.96256488313537,19.043620860372823,1.088588579495748,1.086187328894933,22.469999313354492,0.8510090012873144
7,2016-01-13,EURUSD=X,1.0843987464904785,1.0883997678756714,1.0805997848510742,1.0843987464904785,0.0,2.0,-0.00019381489527248164,1.1014042341772265,1.0763410723146252,47.83193512790278,-57.23414255905453,15.5221852799278,1.089315660794576,1.085337374607722,25.219999313354492,0.014864742759238995
8,2016-01-14,EURUSD=X,1.0888028144836426,1.0950000286102295,1.0839990377426147,1.0886012315750122,0.0,3.0,-6.164500212069157e-05,1.1014447701336239,1.076415358745923,49.31874541406777,-11.74294535185382,24.299290612717943,1.0902256766955059,1.0845673402150473,23.950000762939453,0.27859575467651276
9,2016-01-15,EURUSD=X,1.0857763290405273,1.0981999635696411,1.0857763290405273,1.085894227027893,0.0,4.0,-0.00017333396706131765,1.101423373301561,1.0765851353806901,48.399570010480346,-1.2038460749944908,28.167190688321973,1.090035625298818,1.0841973344484965,27.020000457763672,0.07719546440085247
10,2016-01-19,EURUSD=X,1.0895025730133057,1.0910003185272217,1.0861997604370117,1.0895025730133057,0.0,1.0,0.0003410437322783899,1.1015789914066898,1.076750881678332,49.67405329385592,-20.365622642953372,24.975107384880477,1.090359083811442,1.0837451239426932,26.049999237060547,0.20752503188714472
11,2016-01-20,EURUSD=X,1.0911551713943481,1.0975996255874634,1.0892889499664307,1.09129798412323,0.0,2.0,0.0005687190043257573,1.1011348892265125,1.0768245409912303,50.31434369053518,33.63497229191938,33.34128636779882,1.0904224912325542,1.0835383574167887,27.59000015258789,0.05647819674201568
12,2016-01-21,EURUSD=X,1.0877013206481934,1.0922002792358398,1.0781996250152588,1.0877013206481934,0.0,3.0,0.00045370261257282607,1.1009512585698245,1.076686604589355,49.02183418830508,-56.71919030449429,11.089484254725525,1.0899527072906494,1.0834517776966095,26.690000534057617,0.15243993941674996
13,2016-01-22,EURUSD=X,1.0860947370529175,1.0864002704620361,1.0795987844467163,1.0862009525299072,0.0,4.0,0.00023873216956893373,1.0998260756997098,1.076732240054227,48.48435110542362,-79.8288609293405,11.089484254725534,1.0896657188733418,1.0832320551077526,22.34000015258789,0.022057186968643106
14,2016-01-25,EURUSD=X,1.079901933670044,1.0850000381469727,1.079202651977539,1.079901933670044,0.0,0.0,-0.0004348983961874886,1.0988721682767009,1.0760163948794272,46.28055147198031,-112.51100515059981,10.337882274162903,1.0890493114789328,1.0828538099924723,24.149999618530273,0.49718803395626965
15,2016-01-26,EURUSD=X,1.0853756666183472,1.0879995822906494,1.082000494003296,1.0853049755096436,0.0,1.0,-0.0005267036397471614,1.0972538239479548,1.0764126174926274,48.36321168339992,-51.993872822110696,14.993177834412624,1.0885828177134196,1.0825822154680889,22.5,0.44320165869306255
16,2016-01-27,EURUSD=X,1.0864014625549316,1.091200351715088,1.0853049755096436,1.0864958763122559,0.0,2.0,-0.0004976278703650028,1.096552808380462,1.0764831589695438,48.81567602683253,-9.096256464767638,19.746167562316195,1.0883451739947,1.0824172298113506,23.110000610351562,0.023094368335011075
17,2016-01-28,EURUSD=X,1.0904054641723633,1.0950000286102295,1.0870002508163452,1.090798020362854,0.0,3.0,-0.00012598575789102284,1.0961099992889716,1.0766659606795954,50.43861137959832,41.195601877372056,25.063141727669297,1.08845667441686,1.082483814160029,22.420000076293945,0.2832513411637362
18,2016-01-29,EURUSD=X,1.0936970710754395,1.0947147607803345,1.082000494003296,1.0936970710754395,0.0,4.0,0.00039788587719247204,1.0970282255357042,1.0765268386656506,51.510394761147225,25.810184332329108,14.402121749621404,1.0887662291526794,1.082572102546692,20.200000762939453,0.13439048773367224
19,2016-02-01,EURUSD=X,1.0826259851455688,1.091200351715088,1.0826259851455688,1.0825908184051514,0.0,0.0,-8.217656904374593e-05,1.0970430722812412,1.0762311586757902,47.44425606845488,-48.811952589222486,14.402121749621404,1.0886195222536723,1.082726260026296,19.979999542236328,1.7499530511272057
20,2016-02-02,EURUSD=X,1.0898945331573486,1.0939997434616089,1.0895264148712158,1.0897282361984253,0.0,1.0,0.00011200927646304315,1.0973110299100086,1.0766605277071788,50.06479704830045,43.8653416225531,18.829144316268483,1.0885671973228455,1.0829558730125428,21.979999542236328,0.7828293031629618
21,2016-02-03,EURUSD=X,1.0922038555145264,1.107800006866455,1.0906004905700684,1.0922038555145264,0.0,2.0,0.00046035802648969337,1.096783246380026,1.0788887602270298,50.94248932125242,133.09899944061635,36.213698290310184,1.088473912080129,1.0832633316516875,21.649999618530273,0.0979670328137685
22,2016-02-04,EURUSD=X,1.1092008352279663,1.1238000392913818,1.107200264930725,1.1091023683547974,0.0,3.0,0.0020760641053472195,1.101405802144957,1.0773864599323744,56.358982533239555,334.1757969259788,49.593438580931625,1.0890800913174947,1.0838100572427114,21.84000015258789,4.171010521332914
23,2016-02-05,EURUSD=X,1.119996428489685,1.1217050552368164,1.1110000610351562,1.119996428489685,0.0,4.0,0.0041873136752654805,1.1089678474725304,1.0725642970739784,59.35204599745897,330.8424512877448,49.59343858093162,1.0898467580477396,1.0844516317049662,23.3799991607666,1.673319152050834
24,2016-02-08,EURUSD=X,1.1147029399871826,1.1190000772476196,1.108799934387207,1.114504098892212,0.0,0.0,0.005355573357023857,1.112838611136037,1.0707335619825542,57.302376800276875,253.1536136096108,44.82030137979482,1.0904435793558755,1.0851933777332305,26.0,0.4079410131562038
