Date,Open,High,Low,Close,Adj Close,Volume,MACD,RSI,CCI,ADX
1997-08-22,1159.385986328125,1174.4859619140625,1156.8260498046875,1171.8330078125,1171.8330078125,0,-7.326901334236709,51.15309558613664,3.1898954087033595,15.612421689412203
1997-08-25,1175.4449462890625,1184.333984375,1175.384033203125,1184.095947265625,1184.095947265625,0,-4.796759533966224,53.80666871599414,41.40192882284231,14.695178245627176
1997-08-26,1186.0689697265625,1194.1309814453125,1181.2430419921875,1194.04296875,1194.04296875,0,-1.9662961870355957,55.89943773059892,62.406491200510665,13.819921385525706
1997-08-27,1195.427978515625,1199.4739990234375,1188.3310546875,1198.512939453125,1198.512939453125,0,0.630290094564316,56.845595256440184,72.99196857036779,13.208764062956481
1997-08-28,1201.0589599609375,1216.0760498046875,1194.675048828125,1213.8919677734375,1213.8919677734375,0,3.8842868467879725,60.023446571543154,104.24395537917485,13.238480589097648
1997-08-29,1214.31005859375,1223.071044921875,1209.47900390625,1221.06396484375,1221.06396484375,0,6.961574246910686,61.449178800523846,121.59378462997296,13.503629872939305
1997-09-01,1224.177001953125,1230.0660400390625,1219.1009521484375,1229.864990234375,1229.864990234375,0,9.995296323787215,63.18435234288801,133.6529653764424,13.986024830312934
1997-09-02,1228.4749755859375,1232.6910400390625,1215.9219970703125,1226.302978515625,1226.302978515625,0,11.974088511026366,61.96864775408195,121.0927269414554,14.26978053851775
1997-09-03,1223.6209716796875,1243.3260498046875,1223.4610595703125,1240.8199462890625,1240.8199462890625,0,14.546016132401974,64.93018528874619,129.165952184107,14.910809975340333
1997-09-04,1245.7750244140625,1253.1529541015625,1245.6400146484375,1251.2979736328125,1251.2979736328125,0,17.23114660811052,66.93177324380478,139.9721768373791,15.83636072957554
1997-09-05,1250.60400390625,1253.3499755859375,1241.217041015625,1251.550048828125,1251.550048828125,0,19.158623530777504,66.98059862821788,125.05013517604192,16.436648775431383
1997-09-08,1253.14501953125,1257.5489501953125,1245.7440185546875,1255.22900390625,1255.22900390625,0,20.743901028777145,67.72949138565096,116.54906032800669,17.146612876493915
1997-09-09,1255.1810302734375,1257.927001953125,1230.4420166015625,1231.0269775390625,1231.0269775390625,0,19.818883848018004,58.353275426129734,83.77989671200324,16.90664176655386
1997-09-10,1230.426025390625,1256.041015625,1227.6429443359375,1256.041015625,1256.041015625,0,20.863720903019157,63.91371052948691,87.05244559951197,16.527386557868272
1997-09-11,1260.51904296875,1264.489013671875,1236.113037109375,1242.7130126953125,1242.7130126953125,0,20.38135971920724,59.36562205332304,81.20946562158088,16.546972366791383
1997-09-12,1240.4959716796875,1247.907958984375,1207.8310546875,1208.697021484375,1208.697021484375,0,17.057648840770298,49.65399859737174,29.622689704475395,15.625702756057805
1997-09-15,1205.9010009765625,1211.6839599609375,1175.947998046875,1179.2860107421875,1179.2860107421875,0,11.913035200557943,43.09031045900993,-42.371474310193605,15.976710979294173
1997-09-16,1182.7569580078125,1193.8470458984375,1181.1689453125,1187.219970703125,1187.219970703125,0,8.379502400118099,45.19495607361647,-56.4875450334063,16.302647186585087
1997-09-17,1188.885009765625,1191.2950439453125,1162.2430419921875,1167.5570068359375,1167.5570068359375,0,3.947016593842818,41.13477375663871,-98.60277036838777,17.21651713255708
1997-09-18,1169.6700439453125,1181.748046875,1164.64501953125,1172.365966796875,1172.365966796875,0,0.8129117955670608,42.49541889531246,-105.23463744185221,18.065110653816788
1997-09-19,1174.76904296875,1185.0899658203125,1168.8690185546875,1184.52099609375,1184.52099609375,0,-0.6822154021413098,45.89933016851355,-92.16124551625055,18.654117009551744
1997-09-22,1184.4930419921875,1185.0999755859375,1102.616943359375,1103.9739990234375,1103.9739990234375,0,-8.271238295958938,32.268273052957085,-193.10884100812385,20.8610785464417
1997-09-23,1096.18701171875,1105.281982421875,1025.1300048828125,1041.9649658203125,1041.9649658203125,0,-19.06938437089775,25.893034624222352,-276.41946363812593,23.93487944020467
1997-09-24,1064.6610107421875,1110.1070556640625,1064.6610107421875,1110.011962890625,1110.011962890625,0,-21.88390492689723,39.92067021439044,-168.48765963337513,26.570106252688543
1997-09-25,1118.3690185546875,1130.1259765625,1106.2459716796875,1117.010009765625,1117.010009765625,0,-23.28137564112035,41.154321975228555,-113.32758096442106,28.130903442462973
1997-09-26,1118.68994140625,1118.9410400390625,1094.4239501953125,1109.634033203125,1109.634033203125,0,-24.699342272450394,40.21696680200834,-111.98088517920402,29.752511180128426
1997-09-29,1106.342041015625,1106.342041015625,1079.3399658203125,1084.072021484375,1084.072021484375,0,-27.567945641826327,37.066128330564965,-118.41254261418348,31.47033866479481
1997-09-30,1083.4139404296875,1100.385986328125,1083.2320556640625,1097.383056640625,1097.383056640625,0,-28.439413333097264,39.71480520462723,-100.2621498677806,33.06546418627073
1997-10-06,1100.699951171875,1105.4110107421875,1091.1519775390625,1098.9029541015625,1098.9029541015625,0,-28.676845905350547,40.02519008109863,-83.70994096607775,34.29621166152495
1997-10-07,1098.2939453125,1102.7120361328125,1087.0179443359375,1102.572998046875,1102.572998046875,0,-28.24329987480769,40.81755357002847,-75.49598636514109,35.50933489497477
1997-10-08,1122.968017578125,1140.93701171875,1116.7130126953125,1134.8680419921875,1134.8680419921875,0,-25.005523269772766,47.40273892344995,-31.308603281569017,34.85640203890502
1997-10-09,1134.5909423828125,1138.656982421875,1120.0880126953125,1122.4659423828125,1122.4659423828125,0,-23.173181758658302,45.317365828034816,-30.44974325513407,34.2501072439831
1997-10-10,1121.3380126953125,1131.5699462890625,1120.512939453125,1130.7850341796875,1130.7850341796875,0,-20.809873459787468,47.001622548456425,-24.502388972729513,33.68711922012704
1997-10-13,1136.428955078125,1138.4010009765625,1117.3890380859375,1119.8170166015625,1119.8170166015625,0,-19.59607065682144,45.03228678526414,-22.0796744695928,32.844344711508455
1997-10-14,1116.2989501953125,1118.02197265625,1105.7039794921875,1117.927978515625,1117.927978515625,0,-18.572461007144057,44.6850177094572,-35.91550795835994,32.40381128055699
1997-10-15,1119.1080322265625,1129.654052734375,1116.428955078125,1125.781982421875,1125.781982421875,0,-16.93230543146069,46.5312125275421,-7.231611342634059,31.436750704663098
1997-10-16,1131.4000244140625,1151.39404296875,1131.39404296875,1150.3070068359375,1150.3070068359375,0,-13.497910307151642,51.92682304515748,51.974300615050865,29.60129168473704
1997-10-17,1155.4219970703125,1180.218017578125,1153.89599609375,1176.489013671875,1176.489013671875,0,-8.564729418775869,56.924299664264595,126.88544555592306,28.10548807299114
1997-10-20,1183.7440185546875,1191.0400390625,1173.5570068359375,1187.3680419921875,1187.3680419921875,0,-3.734255188157249,58.83902068414692,159.91080472348267,27.057034409899597
1997-10-21,1190.4949951171875,1192.3399658203125,1179.573974609375,1191.8699951171875,1191.8699951171875,0,0.4519901727337583,59.63855193235728,163.52796810968596,26.12493893219236
1997-10-22,1193.7010498046875,1203.0179443359375,1168.48095703125,1177.52001953125,1177.52001953125,0,2.5819337543514393,55.91053184941324,149.17607120367987,24.786689592728543
1997-10-23,1178.9830322265625,1186.0670166015625,1170.2320556640625,1173.364013671875,1173.364013671875,0,3.8897359932832387,54.84130801729599,115.03453528857861,23.544029491797854
1997-10-24,1172.884033203125,1179.8050537109375,1164.06396484375,1178.3060302734375,1178.3060302734375,0,5.26427484392957,55.92080490470246,94.67454179440104,22.11333979688515
1997-10-27,1183.64697265625,1235.9449462890625,1183.64697265625,1235.8270263671875,1235.8270263671875,0,10.869770499704373,66.08330293184389,163.42424977351928,22.585532413718006
1997-10-28,1239.5849609375,1241.8330078125,1172.8919677734375,1177.9239501953125,1177.9239501953125,0,10.51861976046439,52.86939974858356,104.63242222887862,22.55371501693629
1997-10-29,1168.2249755859375,1188.7969970703125,1162.98095703125,1184.0860595703125,1184.0860595703125,0,10.615195629886557,53.92527968077436,60.63611230721917,22.102720798043613
1997-10-30,1189.2650146484375,1207.969970703125,1173.6490478515625,1174.845947265625,1174.845947265625,0,9.832786618605269,52.04248852117369,66.47153316392324,22.231001591811545
1997-10-31,1164.9129638671875,1181.5059814453125,1158.7359619140625,1180.3929443359375,1180.3929443359375,0,9.550229049921654,53.10110279411035,37.39038536467247,21.720503248159616
1997-11-03,1181.1619873046875,1185.0689697265625,1176.5469970703125,1180.85400390625,1180.85400390625,0,9.256797199155244,53.193587570068324,47.820867061656614,21.35550068212506
1997-11-04,1180.864990234375,1190.470947265625,1180.864990234375,1184.699951171875,1184.699951171875,0,9.228209095679858,54.00832526416757,54.04577363093442,21.186407540401007
1997-11-05,1186.094970703125,1194.6729736328125,1179.3509521484375,1194.0379638671875,1194.0379638671875,0,9.845558926535205,56.01047937053772,60.60927195342151,21.16438517535883
1997-11-06,1198.657958984375,1203.0860595703125,1179.58203125,1181.123046875,1181.123046875,0,9.18678767866595,52.59992302320187,53.838422505627385,21.414597296767283
1997-11-07,1181.7760009765625,1195.739990234375,1177.6319580078125,1195.1409912109375,1195.1409912109375,0,9.684204195838447,55.74949519255177,56.24286170989337,21.541740537917583
1997-11-10,1199.3680419921875,1202.5789794921875,1178.6309814453125,1185.7840576171875,1185.7840576171875,0,9.21713463690412,53.208033180949116,51.27048380039776,21.89412199921361
1997-11-11,1183.41796875,1187.7440185546875,1168.4820556640625,1186.634033203125,1186.634033203125,0,8.81396269716538,53.41578224603804,5.164355030006403,21.644090261703923
1997-11-12,1190.0140380859375,1193.531005859375,1171.2939453125,1185.0240478515625,1185.0240478515625,0,8.269211346565498,52.93635581319519,2.2347670491503577,21.631997642944064
1997-11-13,1169.7039794921875,1185.281982421875,1157.2939453125,1185.0240478515625,1185.0240478515625,0,7.7481758286132845,52.93635581319519,-83.62986858572322,20.843707039755817
1997-11-14,1187.3509521484375,1208.842041015625,1181.68701171875,1197.83203125,1197.83203125,0,8.273378291305562,56.53562263325292,99.18366381155782,21.003466029487292
1997-11-17,1210.677001953125,1213.22802734375,1190.4310302734375,1191.3330078125,1191.3330078125,0,8.072137572858537,54.26773157051287,104.5191268518313,21.30143871168769
1997-11-18,1190.260986328125,1193.31103515625,1182.6070556640625,1183.3489990234375,1183.3489990234375,0,7.185579185513461,51.53283066347577,-0.8002973625055073,21.133615920659896
1997-11-19,1185.10302734375,1191.9639892578125,1175.782958984375,1181.626953125,1181.626953125,0,6.271724033324745,50.936567469559414,-30.51447241177263,20.598711784825117
1997-11-20,1182.739013671875,1189.4949951171875,1169.0970458984375,1172.427001953125,1172.427001953125,0,4.750368774641856,47.75735363361077,-85.95650844886748,19.73707650691063
1997-11-21,1168.968017578125,1169.10498046875,1152.008056640625,1158.5550537109375,1158.5550537109375,0,2.397694352939425,43.36253140275508,-215.64639493864763,18.571301412772925
1997-11-24,1150.416015625,1150.56298828125,1122.93505859375,1124.9410400390625,1124.9410400390625,0,-2.154353015130255,34.96577094833911,-349.84945973107784,18.647004899284443
1997-11-25,1120.864013671875,1131.126953125,1114.137939453125,1125.5279541015625,1125.5279541015625,0,-5.649401506322874,35.20170982589677,-290.7761193730391,19.015066118707658
1997-11-26,1126.595947265625,1143.8179931640625,1124.47705078125,1143.8179931640625,1143.8179931640625,0,-6.864272262170971,42.234834783176765,-168.80164037925397,18.697376992647072
1997-11-27,1141.77001953125,1141.970947265625,1120.51904296875,1122.5159912109375,1122.5159912109375,0,-9.437173753615525,37.174078023217795,-162.77422388237846,18.551491816670907
1997-11-28,1117.5689697265625,1139.6409912109375,1114.4329833984375,1139.6280517578125,1139.6280517578125,0,-9.98036896677877,43.074931090126114,-124.67450726590182,18.64754556338061
1997-12-01,1137.5880126953125,1139.29296875,1130.448974609375,1133.0870361328125,1133.0870361328125,0,-10.814003283738202,41.47148956569922,-98.35210778382049,18.736738328182476
1997-12-02,1133.5899658203125,1139.60400390625,1128.5,1130.1669921875,1130.1669921875,0,-11.576837057235934,40.74236182716602,-89.4897870505435,18.901025078869232
1997-12-03,1129.7769775390625,1130.3179931640625,1121.593017578125,1122.5460205078125,1122.5460205078125,0,-12.65050983932747,38.82387631250431,-97.48334429240914,19.344266446321637
1997-12-04,1121.802978515625,1137.012939453125,1119.2010498046875,1135.873046875,1135.873046875,0,-12.284416498690916,43.80700492405772,-73.97171060733787,19.2996330005981
1997-12-05,1139.47705078125,1144.2220458984375,1134.9320068359375,1136.2039794921875,1136.2039794921875,0,-11.831198698260778,43.92914223140592,-48.52101810923861,18.784216797536978
1997-12-08,1140.5469970703125,1143.0799560546875,1136.5789794921875,1139.322021484375,1139.322021484375,0,-11.092552357256181,45.139061689500544,-40.5251594931503,18.30561603755165
1997-12-09,1139.8060302734375,1148.1710205078125,1137.3170166015625,1148.1710205078125,1148.1710205078125,0,-9.68152692745116,48.533300905985335,-23.604962834371545,17.510747911045538
1997-12-10,1150.4759521484375,1158.989013671875,1149.83203125,1157.842041015625,1157.842041015625,0,-7.694214462707805,52.02665086434663,12.154694183939302,16.444337616815126
1997-12-11,1159.053955078125,1159.7530517578125,1145.5460205078125,1159.1689453125,1159.1689453125,0,-5.943670001261125,52.503009293116484,13.92545436977986,15.359388214584442
1997-12-12,1160.220947265625,1165.81298828125,1153.4320068359375,1153.8399658203125,1153.8399658203125,0,-4.929530453906182,50.34106095672895,33.00920134513451,14.562275378006447
1997-12-15,1155.719970703125,1168.0560302734375,1155.60400390625,1168.0260009765625,1168.0260009765625,0,-2.947150164124878,55.58429605246116,69.45600146161338,13.965956296405945
1997-12-16,1170.4620361328125,1174.8070068359375,1165.6009521484375,1174.802001953125,1174.802001953125,0,-0.8198817661473186,57.872349897307224,110.33918695039566,13.839586930116464
1997-12-17,1169.64404296875,1169.737060546875,1145.8909912109375,1146.52197265625,1146.52197265625,0,-1.3998318624551302,46.991962638145566,45.568859976628595,13.318734657571563
1997-12-18,1142.0999755859375,1159.1109619140625,1138.39794921875,1154.166015625,1154.166015625,0,-1.2284750131955207,49.74240702930611,39.22522324968631,13.262430386725812
1997-12-19,1154.7030029296875,1161.8790283203125,1151.1409912109375,1160.7679443359375,1160.7679443359375,0,-0.5535717724392271,52.0562075926627,80.51075889101689,13.010512177057318
1997-12-22,1162.6820068359375,1169.029052734375,1153.43994140625,1169.0069580078125,1169.0069580078125,0,0.6387503389858011,54.8498602805951,99.9585289181433,12.270044212744745
1997-12-23,1171.9019775390625,1176.9219970703125,1165.0570068359375,1171.2540283203125,1171.2540283203125,0,1.7448801054702017,55.609583449122866,123.10745811629114,11.727844415761478
1997-12-24,1171.7349853515625,1173.5400390625,1164.8580322265625,1169.6639404296875,1169.6639404296875,0,2.46477669927026,54.90553659209857,102.36586618257746,11.209918663793314
1997-12-25,1170.56103515625,1181.47900390625,1169.9930419921875,1181.2779541015625,1181.2779541015625,0,3.927183648872642,58.989594332402405,131.09704805951972,11.252283611881797
1997-12-26,1187.751953125,1194.237060546875,1186.5269775390625,1191.9189453125,1191.9189453125,0,5.877043849588745,62.35374092255763,177.14004034351981,12.029817601828535
1997-12-29,1196.2969970703125,1198.9739990234375,1185.656005859375,1186.60595703125,1186.60595703125,0,6.913909114328362,59.71959890768721,154.35246131866862,13.000731456653586
1997-12-30,1186.1390380859375,1193.6219482421875,1179.5560302734375,1181.1429443359375,1181.1429443359375,0,7.21168106839491,57.05079651330453,114.08995293445592,13.377897958130976
1997-12-31,1182.2530517578125,1195.0469970703125,1182.2469482421875,1194.10205078125,1194.10205078125,0,8.396568656894715,61.45161316875224,126.71947773837107,13.812702878932978
1998-01-05,1200.947998046875,1220.4949951171875,1200.2220458984375,1220.4730224609375,1220.4730224609375,0,11.332879253023293,68.52037661025761,198.76052532258717,15.47010006091179
1998-01-06,1223.72998046875,1233.635009765625,1215.4090576171875,1233.6199951171875,1233.6199951171875,0,14.55301922823196,71.34181299487398,213.39603317241605,17.495374106657565
1998-01-07,1233.9560546875,1244.0980224609375,1231.14599609375,1244.0699462890625,1244.0699462890625,0,17.74368888373624,73.3838305539738,207.65659787039755,19.71634971272147
1998-01-08,1243.1209716796875,1250.0050048828125,1235.885009765625,1237.1629638671875,1237.1629638671875,0,19.490309658426213,69.8415465299574,174.55757405077117,21.95877962905007
1998-01-09,1233.7010498046875,1244.9990234375,1221.2969970703125,1239.9010009765625,1239.9010009765625,0,20.855051862040227,70.45047896996368,135.35125103329966,22.79562933053619
1998-01-12,1242.2099609375,1246.6510009765625,1226.39697265625,1226.9659423828125,1226.9659423828125,0,20.654773394577887,63.88765514042622,113.34128399476143,23.638442653074186
1998-01-13,1211.883056640625,1211.883056640625,1110.0870361328125,1167.64697265625,1167.64697265625,0,15.530480447357832,43.756799717566516,-68.32897388642327,24.40796922209152
1998-01-14,1170.345947265625,1203.2469482421875,1170.322021484375,1202.2149658203125,1202.2149658203125,0,14.0962961918558,53.04251496051562,2.701478614759306,25.122529607607614
1998-01-15,1210.4210205078125,1217.864013671875,1196.14794921875,1215.4310302734375,1215.4310302734375,0,13.866278954411655,56.03134475642116,45.138651288278695,25.118494725895836
1998-01-16,1215.8199462890625,1220.9739990234375,1207.9189453125,1213.9620361328125,1213.9620361328125,0,13.41086102833674,55.607668969897944,49.53899141540824,24.97465792742117
1998-01-19,1215.407958984375,1216.987060546875,1205.47900390625,1213.1290283203125,1213.1290283203125,0,12.834771021117376,55.35207523691561,36.50394928801418,24.912917065503073
1998-01-20,1211.2760009765625,1215.5699462890625,1195.3819580078125,1203.7149658203125,1203.7149658203125,0,11.486173909807349,52.41967963607752,11.045950021812184,25.154084153354926
1998-01-21,1201.988037109375,1209.68896484375,1198.22802734375,1200.2030029296875,1200.2030029296875,0,10.018527578790327,51.327248279122585,-1.6582731163703845,25.378025020645932
1998-01-22,1200.52099609375,1207.4510498046875,1194.383056640625,1204.4300537109375,1204.4300537109375,0,9.091691597394856,52.60746060776376,-9.651684836644106,25.707581769255036
1998-01-23,1206.4949951171875,1224.1219482421875,1206.4539794921875,1222.9129638671875,1222.9129638671875,0,9.736349213068934,57.830380430851804,41.08908536737628,25.0869847697329
1998-02-09,1257.9949951171875,1262.623046875,1244.426025390625,1248.0400390625,1248.0400390625,0,12.134906343914736,63.689029750904076,153.1553416218396,23.741482919229014
1998-02-10,1248.595947265625,1248.595947265625,1233.697998046875,1236.512939453125,1236.512939453125,0,12.956287530651025,59.59835559205606,96.78885997353628,22.064736597796443
1998-02-11,1234.1810302734375,1251.4530029296875,1233.530029296875,1250.238037109375,1250.238037109375,0,14.547049384226284,62.67259793298824,103.5663226285228,20.62097736351053
1998-02-12,1253.385009765625,1254.4110107421875,1241.9959716796875,1246.2950439453125,1246.2950439453125,0,15.313053667994154,61.231124776214195,100.46473567893742,19.402411339278526
1998-02-13,1246.7330322265625,1251.9119873046875,1241.823974609375,1245.9110107421875,1245.9110107421875,0,15.708056612942073,61.083763937154686,87.24813534769018,18.26282919987972
1998-02-16,1246.7960205078125,1247.9649658203125,1230.91796875,1236.2359619140625,1236.2359619140625,0,15.066723895624136,57.33977216489323,53.019178634016804,17.223542454515925
1998-02-17,1234.8370361328125,1240.5789794921875,1228.1109619140625,1238.5,1238.5,0,14.5731617120382,57.9886912582061,41.53355567938365,16.38797083910349
1998-02-18,1239.633056640625,1240.177978515625,1225.4969482421875,1229.8310546875,1229.8310546875,0,13.328851979604224,54.56608162206669,30.073941111245194,15.737130599371758
1998-02-19,1229.8089599609375,1235.4930419921875,1223.9320068359375,1232.583984375,1232.583984375,0,12.4216766146817,55.46501785030361,28.50243888702032,15.210972243680468
1998-02-20,1234.6009521484375,1237.9150390625,1224.583984375,1226.02001953125,1226.02001953125,0,11.04574798950398,52.78337077190554,25.754352941497384,14.573017985106786
1998-02-23,1217.8590087890625,1217.8590087890625,1195.887939453125,1208.60302734375,1208.60302734375,0,8.452474071749293,46.376162161061416,-49.236832457176156,15.303283785437774
1998-02-24,1206.925048828125,1216.35302734375,1206.0899658203125,1208.218017578125,1208.218017578125,0,6.293669236686583,46.24253441489666,-54.66255816878387,15.981387742887978
1998-02-25,1208.5240478515625,1209.490966796875,1191.7509765625,1194.6729736328125,1194.6729736328125,0,3.4500588746986978,41.69119203955706,-105.97572310712737,17.162922108014072
1998-02-26,1193.0030517578125,1206.6739501953125,1189.512939453125,1206.6739501953125,1206.6739501953125,0,2.1401849678738927,46.69695994776229,-91.79969434701883,18.341879688101812
1998-02-27,1209.4420166015625,1213.72900390625,1202.864990234375,1206.530029296875,1206.530029296875,0,1.0780600407954353,46.645242645743366,-61.55753494424468,18.916380969556496
1998-03-02,1196.741943359375,1205.7459716796875,1182.612060546875,1188.3060302734375,1188.3060302734375,0,-1.2201410069710619,40.52492481820104,-113.07835372108737,20.207912737461385
1998-03-03,1186.52001953125,1201.800048828125,1185.302978515625,1201.7889404296875,1201.7889404296875,0,-1.931261348090402,46.154089856074215,-93.71877726037332,21.407192236230205
1998-03-04,1204.9449462890625,1214.0030517578125,1201.2540283203125,1213.2530517578125,1213.2530517578125,0,-1.5518822347796686,50.448533717353655,-47.01731716326935,21.625204790614312
1998-03-05,1217.8509521484375,1219.2840576171875,1206.3719482421875,1207.541015625,1207.541015625,0,-1.6926236211591004,48.37820551887785,-43.935208000731876,21.463961025759712
1998-03-06,1208.7490234375,1208.97802734375,1202.1240234375,1206.4520263671875,1206.4520263671875,0,-1.8704728689895092,47.97398922512758,-59.71233359528873,21.511352495622226
1998-03-09,1207.958984375,1208.615966796875,1197.5689697265625,1200.833984375,1200.833984375,0,-2.4366604116069084,45.84580260065258,-66.46934588298461,21.766838795190733
1998-03-10,1199.625,1205.83203125,1186.551025390625,1199.83203125,1199.83203125,0,-2.9324143149497104,45.45848614286527,-79.06116107419372,22.486261402068155
1998-03-11,1201.261962890625,1210.5250244140625,1187.4420166015625,1190.0369873046875,1190.0369873046875,0,-4.068778692807655,41.74552843712893,-79.96805265079375,22.780487564618934
1998-03-12,1187.5379638671875,1188.281982421875,1175.553955078125,1178.969970703125,1178.969970703125,0,-5.79556374689173,37.97176498827805,-141.44141940405677,23.56592624262938
1998-03-13,1177.8170166015625,1184.9610595703125,1176.0050048828125,1184.9610595703125,1184.9610595703125,0,-6.604490090493755,41.07710168320768,-133.5981095998102,24.295262157924792
1998-03-16,1186.18603515625,1188.616943359375,1179.43994140625,1188.4820556640625,1188.4820556640625,0,-6.8821222657174985,42.886775960502746,-108.26981559518484,24.650726168516798
1998-03-17,1193.66796875,1202.8389892578125,1193.239013671875,1202.8349609375,1202.8349609375,0,-5.87625050351653,49.67228569697004,-25.205349684674463,23.839191634031586
1998-03-18,1204.10302734375,1204.740966796875,1191.906005859375,1193.9090576171875,1193.9090576171875,0,-5.7332463905518125,46.011227253202506,-36.016446613266325,22.94405586722055
1998-03-19,1192.39697265625,1195.8289794921875,1184.8709716796875,1188.7149658203125,1188.7149658203125,0,-5.970213495067583,43.979859829287236,-80.24240577871967,22.525576179573175
1998-03-20,1188.594970703125,1192.322998046875,1183.2469482421875,1187.5009765625,1187.5009765625,0,-6.1846773098261565,43.49650183773426,-91.59251918255548,22.23137876070933
1998-03-23,1186.56103515625,1186.8609619140625,1178.0439453125,1179.8690185546875,1179.8690185546875,0,-6.891041025034383,40.48414868217865,-129.25896096168086,22.2619698645856
1998-03-24,1180.093017578125,1194.0560302734375,1179.9730224609375,1194.0169677734375,1194.0169677734375,0,-6.237318174484926,47.71326601057708,-54.93950868134752,21.6592766009095
1998-03-25,1207.615966796875,1209.7659912109375,1188.85302734375,1191.552978515625,1191.552978515625,0,-5.850619150609418,46.650496959152704,11.184570409293592,20.302349183887475
1998-03-26,1191.0009765625,1193.8160400390625,1186.2230224609375,1188.864990234375,1188.864990234375,0,-5.6954025229933904,45.46087015211452,-46.58048743433018,18.855729157402095
1998-03-27,1189.4090576171875,1223.927978515625,1188.85498046875,1223.56494140625,1223.56494140625,0,-2.7408019090366906,59.73545385748927,146.3182310316988,19.21759681077743
1998-03-30,1230.9439697265625,1249.4429931640625,1228.2989501953125,1249.43505859375,1249.43505859375,0,1.6690033836250677,66.72737508608546,299.9845403059137,20.526036226528124
1998-03-31,1251.343017578125,1252.241943359375,1238.64404296875,1243.0159912109375,1243.0159912109375,0,4.592896703365113,63.7684250513663,233.02941920087304,21.833384230172232
1998-04-01,1243.373046875,1255.010009765625,1240.0579833984375,1254.9649658203125,1254.9649658203125,0,7.784550165409428,66.72628914918218,207.6763530024885,23.14161147365135
1998-04-02,1259.593017578125,1285.031982421875,1259.5830078125,1269.0150146484375,1269.0150146484375,0,11.317222155688796,69.8437448513054,225.2488613018266,25.216817368940195
1998-04-03,1268.5689697265625,1286.1070556640625,1266.031982421875,1286.083984375,1286.083984375,0,15.317641133033021,73.13661055586118,190.52163227346523,27.1700933978317
1998-04-06,1291.614013671875,1306.383056640625,1286.4300537109375,1306.3780517578125,1306.3780517578125,0,19.896212474788626,76.43172751030544,187.82591944487777,29.442195312371556
1998-04-07,1308.5560302734375,1310.2879638671875,1296.5419921875,1303.1400146484375,1303.1400146484375,0,22.998369825276313,74.85403398739294,157.0658383841011,31.63196377946274
1998-04-08,1303.407958984375,1322.8280029296875,1302.4129638671875,1322.79296875,1322.79296875,0,26.734502323643028,77.84342240007237,149.08512315210453,33.91110748699987
1998-04-09,1326.4439697265625,1328.7889404296875,1288.887939453125,1297.2249755859375,1297.2249755859375,0,27.3173929765278,66.72910472755643,114.07287097202592,34.96389014797989
1998-04-10,1294.616943359375,1311.5279541015625,1293.5880126953125,1311.5140380859375,1311.5140380859375,0,28.602632599425988,69.361885495537,102.42003398330979,35.941474047461334
1998-04-13,1319.9449462890625,1326.2950439453125,1311.83203125,1318.748046875,1318.748046875,0,29.860702719064193,70.62903652961987,110.10066341401465,37.22838673161183
1998-04-14,1318.2740478515625,1320.9090576171875,1304.375,1313.720947265625,1313.720947265625,0,30.105055092174553,68.50855593399476,90.69596207996224,37.83806954638974
1998-04-15,1314.1650390625,1324.70703125,1314.008056640625,1324.70703125,1324.70703125,0,30.82980447621776,70.58683063874582,91.68218097683544,38.514089759011945
