Date,Open,High,Low,Close,Adj Close,Volume
2006-01-03,78.82408905029297,78.91969299316406,77.25621032714844,78.45124053955078,44.59407424926758,12253995
2006-01-04,78.5850830078125,78.87189483642578,77.75334930419922,78.34607696533203,44.534305572509766,10285109
2006-01-05,77.82026672363281,79.25430297851562,77.67686462402344,78.87189483642578,44.83319854736328,7545216
2006-01-06,80.25812530517578,81.29063415527344,79.74187469482422,81.21414947509766,46.16459274291992,8573957
2006-01-09,80.2103271484375,80.54492950439453,79.71319580078125,80.04779815673828,45.50160217285156,7166251
2006-01-10,79.4933090209961,80.42064666748047,79.46463012695312,80.37284851074219,45.686363220214844,5962200
2006-01-11,80.65965270996094,81.08030700683594,79.73231506347656,80.46845245361328,45.74069595336914,6042114
2006-01-12,80.13384246826172,80.26768493652344,79.73231506347656,79.89483642578125,45.41463088989258,5150609
2006-01-13,79.34990692138672,79.78011322021484,78.87189483642578,79.5124282836914,45.197265625,7239994
2006-01-17,79.15869903564453,79.50286865234375,78.9101333618164,79.34990692138672,45.10488510131836,9119446
2006-01-18,80.30592346191406,80.97514343261719,79.84703826904297,80.1147232055664,45.539649963378906,11490101
2006-01-19,80.43977355957031,80.67877960205078,79.36902618408203,79.43594360351562,45.15379333496094,6781741
2006-01-20,79.38814544677734,79.397705078125,77.67686462402344,77.78202819824219,44.21367645263672,9001667
2006-01-23,77.75334930419922,78.31739807128906,77.36137390136719,77.82982635498047,44.240840911865234,6395349
2006-01-24,77.81070709228516,78.53728485107422,77.24665069580078,77.2944564819336,43.93651580810547,6348174
2006-01-25,77.48565673828125,78.03059387207031,77.06501007080078,77.35181427001953,43.96912384033203,6667518
2006-01-26,77.9158706665039,78.05927276611328,77.04589080810547,77.17017364501953,43.865875244140625,8169469
2006-01-27,77.1988525390625,78.17399597167969,77.1988525390625,77.45697784423828,44.02888107299805,6384156
2006-01-30,76.68260192871094,78.21223449707031,76.68260192871094,78.04015350341797,44.36041259765625,5570055
2006-01-31,77.9158706665039,78.39388275146484,77.60037994384766,77.72466278076172,44.18106460571289,7083094
2006-02-01,77.34225463867188,78.62332916259766,77.1032485961914,78.33651733398438,44.52886199951172,5668588
2006-02-02,77.86807250976562,78.00191497802734,77.34225463867188,77.65774536132812,44.14303207397461,6483108
2006-02-03,77.00764465332031,77.21797180175781,76.21414947509766,76.45315551757812,43.45829391479492,10305192
2006-02-06,76.42447662353516,76.43403625488281,75.45889282226562,76.01338195800781,43.208316802978516,10008651
2006-02-07,76.00382232666016,76.66348266601562,75.8126220703125,76.33843231201172,43.393096923828125,5488676
2006-02-08,77.03633117675781,77.34225463867188,76.7112808227539,77.24665069580078,44.01961135864258,5260543
2006-02-09,76.86424255371094,77.24665069580078,76.00382232666016,76.86424255371094,43.801692962646484,7959223
2006-02-10,76.86424255371094,77.87763214111328,76.67304229736328,77.75334930419922,44.308349609375,5619007
2006-02-13,77.75334930419922,78.3078384399414,76.65392303466797,76.9024887084961,43.82347869873047,5499240
2006-02-14,77.00764465332031,77.86807250976562,76.81644439697266,77.5239028930664,44.17759704589844,6354973
2006-02-15,77.30401611328125,77.9158706665039,76.95984649658203,77.2944564819336,44.04684066772461,5284392
2006-02-16,77.13192749023438,77.35181427001953,76.60611724853516,77.35181427001953,44.07952880859375,5554783
2006-02-17,77.35181427001953,77.46653747558594,76.60611724853516,77.16061401367188,43.97056198120117,5542545
2006-02-21,76.57743835449219,77.1988525390625,76.45315551757812,76.95984649658203,43.85614776611328,6106548
2006-02-22,76.4818344116211,78.05927276611328,76.45315551757812,77.77246856689453,44.31925582885742,5537838
2006-02-23,77.62906646728516,77.76290893554688,76.52007293701172,76.67304229736328,43.69271469116211,5208452
2006-02-24,77.1032485961914,77.1032485961914,76.33843231201172,76.57743835449219,43.63822937011719,4082747
2006-02-27,76.45315551757812,77.33269500732422,76.43403625488281,77.0841293334961,43.92698669433594,3961202
2006-02-28,76.57743835449219,77.00764465332031,76.20458984375,76.7112808227539,43.714508056640625,6234892
2006-03-01,76.67304229736328,77.25621032714844,76.2715072631836,76.38623046875,43.529300689697266,5410226
2006-03-02,76.05162811279297,76.68260192871094,76.04206848144531,76.42447662353516,43.551082611083984,4622065
2006-03-03,76.01338195800781,77.27533721923828,76.01338195800781,76.44359588623047,43.56198501586914,4554702
2006-03-06,76.39579010009766,77.09368896484375,76.38623046875,76.4818344116211,43.583770751953125,4926137
2006-03-07,76.49139404296875,77.23709106445312,76.34799194335938,76.75907897949219,43.74175262451172,4530017
2006-03-08,76.72084045410156,78.011474609375,76.72084045410156,77.57170104980469,44.204856872558594,5826115
2006-03-09,77.6864242553711,78.37476348876953,77.24665069580078,77.45697784423828,44.13943862915039,4508992
2006-03-10,77.46653747558594,78.63288879394531,77.46653747558594,77.98279571533203,44.439117431640625,5007411
2006-03-13,77.97322845458984,78.77629089355469,77.86807250976562,78.32695770263672,44.635223388671875,4781684
2006-03-14,77.92543029785156,79.34034729003906,77.88719177246094,79.23518371582031,45.15278244018555,4725828
2006-03-15,79.01529693603516,80.07648468017578,79.0057373046875,79.71319580078125,45.42519760131836,5617438
2006-03-16,79.76099395751953,80.03823852539062,78.97705841064453,79.22562408447266,45.14735794067383,4497277
2006-03-17,79.68450927734375,79.74187469482422,79.17781829833984,79.63671112060547,45.38161087036133,6709462
2006-03-20,79.45507049560547,80.06692504882812,79.34034729003906,79.9043960571289,45.534141540527344,4048334
2006-03-21,80.13384246826172,81.25238800048828,79.9043960571289,80.12428283691406,45.6594352722168,7744898
2006-03-22,79.68450927734375,80.95602416992188,79.68450927734375,80.73613739013672,46.008113861083984,5197156
2006-03-23,80.52581024169922,80.56405639648438,79.2829818725586,79.54110717773438,45.32710647583008,5340667
2006-03-24,79.34034729003906,80.03823852539062,79.34034729003906,79.69407653808594,45.414302825927734,4391945
2006-03-27,79.3307876586914,79.59847259521484,78.94837188720703,79.42638397216797,45.261741638183594,4089965
2006-03-28,79.216064453125,79.7227554321289,78.67112731933594,78.80496978759766,44.907630920410156,4715996
2006-03-29,78.5850830078125,79.87571716308594,78.5850830078125,79.47418975830078,45.28899383544922,4594137
2006-03-30,79.23518371582031,80.01911926269531,79.1873779296875,79.54110717773438,45.32710647583008,4672482
2006-03-31,79.3021011352539,79.92351531982422,78.67112731933594,78.84320831298828,44.92942810058594,6131652
2006-04-03,79.08221435546875,79.91395568847656,79.01529693603516,79.40726470947266,45.25083541870117,4311194
2006-04-04,79.397705078125,80.0956039428711,79.15869903564453,79.78011322021484,45.463321685791016,4030238
2006-04-05,79.66539001464844,80.73613739013672,79.65583038330078,80.46845245361328,45.855552673339844,5777999
2006-04-06,80.01911926269531,80.61185455322266,79.69407653808594,80.12428283691406,45.6594352722168,5171529
2006-04-07,79.92351531982422,80.1147232055664,78.81452941894531,78.85277557373047,44.93486404418945,5583025
2006-04-10,78.65200805664062,79.1013412475586,78.39388275146484,78.48948669433594,44.72785186767578,3794574
2006-04-11,78.23136138916016,78.45124053955078,77.1988525390625,77.5908203125,44.21574401855469,6233846
2006-04-12,77.53346252441406,77.79158782958984,77.0841293334961,77.1988525390625,43.99235916137695,4084839
2006-04-13,77.60993957519531,78.96749877929688,77.55258178710938,78.37476348876953,44.66246795654297,5020486
2006-04-17,78.31739807128906,79.27342224121094,77.82026672363281,78.04971313476562,44.47724151611328,4847373
2006-04-18,78.2887191772461,79.85659790039062,78.1070785522461,79.64627075195312,45.38704299926758,8269467
2006-04-19,80.25812530517578,80.30592346191406,77.6864242553711,78.26004028320312,44.59709548950195,11040216
