AAPL,AXP,BA,CAT,CSCO,CVX,DD,DIS,GE,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,RTX,TRV,UNH,V,VZ,WMT,XOM
23.946914672851562,59.689517974853516,126.00509643554688,54.63193893432617,20.55021858215332,62.537288665771484,58.9134521484375,96.84016418457031,164.9658966064453,149.81556701660156,107.8156509399414,89.53429412841797,27.142993927001953,80.38045501708984,50.781280517578125,32.85187911987305,96.0597915649414,109.47869110107422,39.18647766113281,48.608985900878906,56.17033004760742,22.07899284362793,62.22803497314453,49.14256286621094,90.98939514160156,102.84784698486328,71.4888687133789,30.520212173461914,17.444969177246094,53.09407424926758
23.346826553344727,58.77109909057617,126.51628112792969,54.06143569946289,20.456846237182617,63.072227478027344,58.4650764465332,94.8841781616211,165.1270294189453,147.23605346679688,107.28915405273438,89.46842193603516,27.015220642089844,80.71643829345703,50.869083404541016,32.968116760253906,97.38326263427734,109.9559555053711,39.68677520751953,48.830753326416016,56.95554733276367,22.23793601989746,62.42655944824219,49.219688415527344,91.40309143066406,103.04216003417969,72.02713775634766,30.93939208984375,17.859376907348633,53.546451568603516
22.889942169189453,57.139060974121094,124.50740051269531,53.20969772338867,20.238967895507812,60.58058166503906,57.1789665222168,94.37638092041016,162.49490356445312,143.64166259765625,106.17867279052734,89.02061462402344,26.41629981994629,80.3084487915039,50.134735107421875,32.78990173339844,96.72968292236328,107.74129486083984,39.14167785644531,47.943729400634766,56.142948150634766,21.844038009643555,61.82307434082031,47.882747650146484,90.21990203857422,101.9912338256836,71.08277130126953,30.65987205505371,18.038196563720703,53.10093688964844
21.923871994018555,56.624610900878906,119.28781127929688,51.37763977050781,19.7720947265625,58.43384552001953,55.03150177001953,93.56764221191406,155.6190948486328,139.22683715820312,103.1515884399414,87.49928283691406,25.426088333129883,79.37252044677734,48.107322692871094,32.24753952026367,94.49119567871094,105.11653137207031,38.79819869995117,46.27610778808594,54.64555740356445,21.69892120361328,61.28313446044922,47.25543212890625,88.06865692138672,98.9886245727539,69.6850814819336,30.49148941040039,18.45828628540039,52.250980377197266
22.0398006439209,56.4383544921875,116.57939910888672,50.855350494384766,19.281879425048828,57.80739974975586,54.60674285888672,93.33255004882812,152.82579040527344,138.6517333984375,101.91771697998047,86.68923950195312,25.162567138671875,78.52455139160156,47.02975845336914,32.16231155395508,94.34412384033203,104.75862884521484,38.14110565185547,46.41804122924805,53.750770568847656,21.42249298095703,60.32234573364258,46.4841194152832,87.69632720947266,97.28422546386719,68.82575225830078,30.195117950439453,18.035358428955078,51.195411682128906
22.396682739257812,56.810874938964844,116.77669525146484,49.39292907714844,19.663158416748047,56.85015869140625,53.56840515136719,93.96260070800781,153.5241241455078,140.1656036376953,103.46416473388672,87.7429428100586,25.601776123046875,78.05255889892578,46.95793533325195,32.21653747558594,95.33265686035156,104.73628234863281,38.26804733276367,46.39142608642578,54.37163543701172,21.47087287902832,60.87818908691406,46.53554153442383,88.35824584960938,96.77204132080078,69.80786895751953,30.370248794555664,18.228374481201172,50.50997543334961
22.721725463867188,57.1213264465332,118.31027221679688,49.49738311767578,19.725406646728516,57.82148361206055,52.848655700683594,95.41079711914062,153.8463897705078,140.14874267578125,104.87079620361328,87.52561950683594,26.096874237060547,78.58851623535156,47.06168746948242,32.634944915771484,95.94538879394531,105.0345230102539,38.64885330200195,46.81720733642578,54.72772216796875,21.42249298095703,60.75115966796875,46.53554153442383,89.34286499023438,99.13880157470703,70.60118103027344,30.262475967407227,18.058067321777344,51.54499816894531
22.137550354003906,55.74650573730469,114.90229797363281,48.926883697509766,19.141815185546875,57.244327545166016,51.479949951171875,92.60848236083984,151.69769287109375,134.4652862548828,99.86128234863281,86.38626861572266,25.481985092163086,77.61258697509766,45.76859664916992,32.42574691772461,94.05001068115234,103.43879699707031,37.827491760253906,45.805999755859375,53.66860580444336,20.987140655517578,60.22708511352539,45.676822662353516,87.75424194335938,96.4629135131836,69.03350830078125,29.73711585998535,17.575532913208008,51.85344314575195
22.6217098236084,56.13677215576172,115.8708724975586,50.0357551574707,19.18850326538086,60.15827941894531,52.19970703125,93.2009048461914,156.10256958007812,136.4950714111328,98.3970947265625,87.5322036743164,26.144792556762695,79.1085205078125,46.4550666809082,32.448978424072266,95.27548217773438,105.27311706542969,38.6787223815918,47.109928131103516,53.422080993652344,21.49851417541504,60.46527862548828,45.769378662109375,88.51546478271484,97.8141098022461,69.69454193115234,30.222063064575195,17.89911460876465,54.231903076171875
22.078445434570312,55.79972457885742,112.66918182373047,48.70960235595703,18.37925910949707,58.89134979248047,50.68939971923828,88.30152893066406,153.0406494140625,131.60670471191406,98.07627868652344,85.63550567626953,23.76508331298828,77.59658813476562,45.529144287109375,32.1545524597168,94.09902954101562,103.41646575927734,38.185916900634766,45.22941970825195,52.55467987060547,21.29119300842285,59.536293029785156,44.03135681152344,86.95994567871094,96.49825286865234,67.83415222167969,29.925708770751953,17.578378677368164,53.176326751708984
