AAPL,AXP,BA,CAT,CSCO,CVX,DD,DIS,GE,GS,HD,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PFE,PG,RTX,TRV,UNH,V,VZ,WMT,XOM
2.743889331817627,15.144927978515625,33.94108963012695,30.950016021728516,11.595376968383789,41.93983459472656,14.4921293258667,20.53058433532715,71.49124145507812,67.12925720214844,16.550161361694336,49.64814758300781,9.616219520568848,38.694217681884766,21.584693908691406,14.384136199951172,41.452392578125,36.75429916381836,17.458553314208984,15.038716316223145,10.96291732788086,9.608057975769043,39.99835205078125,23.875471115112305,31.17068099975586,22.278545379638672,11.985241889953613,15.1123685836792,13.664532661437988,46.431514739990234
2.859691858291626,15.630690574645996,34.63115310668945,30.402408599853516,11.697936058044434,42.016563415527344,14.153578758239746,20.170095443725586,69.64846801757812,68.69219970703125,16.947973251342773,49.33558654785156,9.432754516601562,38.31142807006836,20.13882827758789,14.239980697631836,41.328861236572266,36.32585144042969,17.1938533782959,15.179271697998047,11.04142951965332,9.550213813781738,39.71173858642578,23.593059539794922,30.708642959594727,21.915180206298828,12.070463180541992,14.170019149780273,13.506814956665039,46.42583084106445
2.8125245571136475,16.508193969726562,34.73618698120117,30.217666625976562,12.162842750549316,42.39474868774414,15.094001770019531,20.86532211303711,70.61174774169922,68.63803100585938,17.3252010345459,50.70509719848633,9.723773002624512,38.08175277709961,20.572587966918945,14.011208534240723,40.405521392822266,36.75429916381836,16.878480911254883,15.35680866241455,10.818291664123535,9.360892295837402,39.59709548950195,23.845056533813477,29.770771026611328,21.398391723632812,12.920470237731934,13.943166732788086,13.387327194213867,45.66940689086914
2.7517504692077637,15.812788963317871,33.57355880737305,28.812347412109375,11.841503143310547,40.536720275878906,15.122220993041992,19.895442962646484,67.47066497802734,65.38060760498047,16.851943969726562,49.886817932128906,9.135409355163574,37.724483489990234,19.340167999267578,14.080156326293945,39.8203125,36.058841705322266,16.6081485748291,14.432146072387695,10.425724983215332,9.197863578796387,38.902854919433594,23.254154205322266,28.591510772705078,21.23688507080078,12.640125274658203,14.120223045349121,13.272618293762207,44.50349044799805
2.8028478622436523,15.83648681640625,33.596065521240234,29.043254852294922,11.991920471191406,40.6901969909668,14.868303298950195,19.655113220214844,67.59632873535156,66.08470153808594,16.728487014770508,49.5401725769043,9.205004692077637,37.65430450439453,18.741161346435547,14.177306175231934,39.352134704589844,36.375518798828125,16.53493309020996,14.883379936218262,10.617878913879395,9.282003402709961,38.47610855102539,23.249805450439453,29.122526168823242,21.567962646484375,12.505558013916016,14.337109565734863,12.278483390808105,44.98124313354492
2.7387492656707764,15.19638729095459,33.341033935546875,28.502256393432617,11.417622566223145,39.91189956665039,14.868303298950195,19.148717880249023,67.00997924804688,64.93182373046875,16.364974975585938,48.13090896606445,8.951940536499023,37.67344665527344,17.88052749633789,13.976743698120117,39.05953598022461,35.85392761230469,16.18013572692871,14.439538955688477,10.250103950500488,9.1715726852417,38.125831604003906,22.89786720275879,28.95010757446289,21.358016967773438,12.474160194396973,14.235306739807129,12.32628059387207,44.11674880981445
2.6806976795196533,14.880295753479004,32.80847930908203,27.176101684570312,11.212512016296387,38.81571578979492,14.821281433105469,18.76248550415039,66.2979736328125,60.09598922729492,15.754546165466309,48.70484161376953,8.724191665649414,37.220462799072266,17.150712966918945,13.704100608825684,39.118072509765625,35.44410705566406,16.050596237182617,14.402552604675293,10.355473518371582,9.129500389099121,38.17676544189453,22.75013542175293,28.294971466064453,20.687801361083984,11.877592086791992,14.071528434753418,12.280877113342285,43.53096389770508
2.6519734859466553,15.006732940673828,31.848365783691406,27.31464385986328,11.246698379516602,39.36381149291992,14.62378978729248,18.196006774902344,62.570556640625,60.289405822753906,15.439042091369629,48.49457550048828,8.648274421691895,37.53946304321289,18.14216423034668,13.794981002807617,38.571868896484375,34.92869567871094,16.016813278198242,14.661454200744629,10.227375030517578,9.250452041625977,37.877418518066406,22.07231903076172,28.819082260131836,20.477855682373047,11.917962074279785,13.943161010742188,12.455323219299316,44.31581497192383
2.5800106525421143,14.090051651000977,30.903261184692383,25.962114334106445,10.761276245117188,38.19637680053711,14.209997177124023,17.852678298950195,59.09440231323242,58.564022064208984,15.027519226074219,47.27285385131836,8.27501106262207,36.97164535522461,17.839216232299805,13.356247901916504,37.27788543701172,34.17735290527344,15.667638778686523,14.12144947052002,9.638526916503906,9.066389083862305,36.85199737548828,21.737764358520508,27.584667205810547,19.44426727294922,11.431282043457031,13.527076721191406,12.321503639221191,42.71198272705078
2.521052360534668,13.687029838562012,30.723262786865234,26.268884658813477,10.809135437011719,38.78831481933594,14.294637680053711,18.333332061767578,57.67045974731445,57.12485122680664,15.64480972290039,47.80132293701172,8.407869338989258,36.76110076904297,16.758258819580078,13.588153839111328,37.70055389404297,34.25807189941406,15.836592674255371,14.232413291931152,9.702576637268066,9.145273208618164,36.59721755981445,21.59003448486328,27.570878982543945,20.098337173461914,11.074682235717773,13.23493766784668,12.271322250366211,43.59919738769531
2.489304542541504,13.442051887512207,31.848365783691406,26.375595092773438,10.815969467163086,39.31996536254883,14.134763717651367,18.419160842895508,58.4661979675293,56.52132034301758,15.912286758422852,48.25593566894531,8.692556381225586,36.646270751953125,15.711732864379883,13.738574981689453,38.7994384765625,35.03425979614258,15.876015663146973,14.580084800720215,9.669520378112793,9.203125,36.769187927246094,22.202672958374023,28.30877685546875,20.590906143188477,10.632866859436035,13.261496543884277,12.321503639221191,44.41819381713867
2.364431142807007,12.32780647277832,30.273204803466797,25.555316925048828,10.26218318939209,37.440025329589844,13.062666893005371,17.372034072875977,54.15243911743164,45.805110931396484,15.082385063171387,46.585269927978516,8.135825157165527,36.2060546875,12.455093383789062,13.437727928161621,37.10883331298828,33.48188781738281,15.707059860229492,13.670219421386719,9.119929313659668,9.045355796813965,36.57810974121094,21.44664764404297,26.45370101928711,19.508869171142578,9.513731002807617,13.221658706665039,12.082530975341797,43.3887825012207
